author,predictor,outcome,rho_raw,ci_raw_lo,ci_raw_hi,rho_partial,ci_part_lo,ci_part_hi,n
human,sample_nloc,defects_total,0.5517623171521326,0.5487157661354825,0.5549044056975523,nan,nan,nan,220940
human,sample_nloc,def_assignment,0.27974179338701194,0.2762603830485165,0.28317302372765896,nan,nan,nan,220940
human,sample_nloc,def_algorithm,0.48376885767801864,0.4804765064578772,0.486941211564668,nan,nan,nan,220940
human,sample_nloc,def_interface,0.055686266497772016,0.05170651777864186,0.05953815377747462,nan,nan,nan,220940
human,sample_nloc,def_checking,0.2954440909735478,0.29198543101654184,0.29879267947586574,nan,nan,nan,220940
human,sample_nloc,def_timing,0.10944253606010702,0.10600065373268143,0.11308559110390687,nan,nan,nan,220940
human,sample_nloc,def_function_class_object,0.04617198820189126,0.04198957566271773,0.050096624322634495,nan,nan,nan,220940
human,sample_nloc,vulns_total,0.1378388141834101,0.13415204334090033,0.14145819588654818,nan,nan,nan,220940
human,sample_nloc,vulns_high_sev,0.04764354734873409,0.044120425932448123,0.051038845060728345,nan,nan,nan,220940
human,nloc,defects_total,0.5226758591735327,0.5196028330857719,0.525946287920567,-0.0010497088495610523,-0.0057952944251636425,0.0036159768354644636,220940
human,nloc,def_assignment,0.27364399466111644,0.2702798655134867,0.2772193904306259,0.027787246456190177,0.023136392190818415,0.032474696430272385,220940
human,nloc,def_algorithm,0.4590916095762821,0.45575535738997386,0.4623055452672183,0.002078583336815269,-0.003091874088459609,0.007309820930371614,220940
human,nloc,def_interface,0.03630913980395962,0.03211840631573024,0.04051365046581368,-0.05172681386792266,-0.060921751995100526,-0.04269345994531846,220940
human,nloc,def_checking,0.2682110951450419,0.26456282235971706,0.271799542859996,-0.03875809773473985,-0.044654464997530646,-0.03345496189720012,220940
human,nloc,def_timing,0.10039565909311368,0.09670531954086009,0.1041677139177269,-0.010514686577767626,-0.015804361543936465,-0.005801284378669661,220940
human,nloc,def_function_class_object,0.044243830853370754,0.04027291809570838,0.04805550498648913,0.0015145410739406458,-0.00341877572745436,0.006071892731320825,220940
human,nloc,vulns_total,0.12251281201987754,0.11883347555892369,0.1261099577319511,-0.025738472280543222,-0.03218961961082218,-0.018893364940884724,220940
human,nloc,vulns_high_sev,0.04150685258941289,0.03786881780585346,0.04502434543231007,-0.01145645570775709,-0.018640365707225066,-0.0049308278250053805,220940
human,ccn,defects_total,0.4912765882719926,0.48792702684939,0.49468285649957433,0.129352932257658,0.12525467851016314,0.13402645088328236,220940
human,ccn,def_assignment,0.25138074997977544,0.2476050905338224,0.2552437132356689,0.06069264966090086,0.05670643371544322,0.06457861924445321,220940
human,ccn,def_algorithm,0.4856957338769771,0.4823691087154508,0.4889471514198532,0.20545269346967351,0.20167572661203584,0.20952598512596418,220940
human,ccn,def_interface,0.022487354517881124,0.018519818467295196,0.026707473022403887,-0.031175932441222878,-0.03599333189311387,-0.02606139233063892,220940
human,ccn,def_checking,0.2166173835459139,0.2128518281635747,0.22035447812926695,-0.014913979828526,-0.019053178691093797,-0.010759309549763802,220940
human,ccn,def_timing,0.08266039397770515,0.07871737947704553,0.08638266709902434,-0.0015377463476821131,-0.005760607679353487,0.002299153199313054,220940
human,ccn,def_function_class_object,0.037519177508571186,0.03324821235295404,0.04186290697498697,0.003462194150287823,-0.0012536931395387679,0.007947169806792618,220940
human,ccn,vulns_total,0.0824252625409415,0.07826010572234392,0.08657344306305118,-0.03589064647192479,-0.04036524329116427,-0.03109245170057146,220940
human,ccn,vulns_high_sev,0.01617961799420429,0.01203766718948563,0.020429527076142755,-0.031412501935869426,-0.0364347225852546,-0.026195394637862798,220940
human,parameter_count,defects_total,-0.013676743174351658,-0.0176746990297768,-0.009675929961476286,0.026947954019737035,0.022767154167827857,0.031138140957652303,220940
human,parameter_count,def_assignment,0.018657440547255592,0.014144153059537859,0.023175742556109536,0.038581387961140225,0.03400473955880527,0.04311615522934435,220940
human,parameter_count,def_algorithm,0.002220967521650251,-0.0020986390643704454,0.006447505281162341,0.03878897107101334,0.03439414611167806,0.04284416183289134,220940
human,parameter_count,def_interface,-0.01797788683709982,-0.0221419854098586,-0.013922395045947496,-0.01438730158169383,-0.01861697511290728,-0.010307901323475307,220940
human,parameter_count,def_checking,-0.025957598164161395,-0.03027653883834809,-0.021937980007035642,-0.006950437236611134,-0.011228112770472492,-0.002853127884130766,220940
human,parameter_count,def_timing,-0.0855172639228098,-0.08951062845978221,-0.08136032062532533,-0.07899897578313149,-0.08320116175114133,-0.07482498778796501,220940
